Id,Назва організації,Назва програми,Тип програми,Назва етапу,Номер етапу,Обсяг,ProgramAmountUnitOfMeasure,Дата відправлення реєстру,Сформував,Статус,Область,Район,Населений пункт,Реєстраційний номер заявки,Дата рєстрації заявки,Реєстраційний номер,Дата реєстрації,Назва або ПІБ сільгосвиробника,Тип особи,Податковий номер,IBAN рахунку для виплат,Обсяг підтримки
48,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,234324,грн.,2022-09-02 11:47:32.932643,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z139-00119,2022-09-02 11:41:20.073866,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,234324
47,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,348853.94,грн.,2022-09-02 11:47:15.514335,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z138-00120,2022-09-02 11:41:47.524994,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,342000.88
47,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,348853.94,грн.,2022-09-02 11:47:15.514335,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,,,Z138-00121,2022-09-02 11:45:15.229441,2020-000395,2020-03-13 17:14:34.940000,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО "" БОМІС""",Юридична особа,37029376,234324324324324234234234234,6853.06
49,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,5675,грн.,2022-09-02 12:24:51.211797,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z138-00123,2022-09-02 12:21:24.674477,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,5675
51,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,780,грн.,2022-09-02 12:34:41.948596,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z139-00124,2022-09-02 12:28:42.535092,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,780
52,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,36000,грн.,2022-09-02 15:05:23.073868,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z143-00129,2022-09-02 14:52:06.606964,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,30000
52,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,36000,грн.,2022-09-02 15:05:23.073868,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z138-00127,2022-09-02 14:38:58.337586,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,6000
53,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,530000,грн.,2022-09-05 18:12:21.040289,Мельник Антон Назарович,Затверджено,,,,Z139-00133,2022-09-05 11:50:16.941592,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,530000
55,Укрдержфонд,[wf 30.08] утримання корів 2-5000 / заявка+договір+реєстр,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""за утримання великої рогатої худоби (корів)""",Етап 3,454445,грн.,2022-09-05 19:09:28.453570,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z139-00146,2022-09-05 18:50:51.241936,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,454445
58,Укрдержфонд,Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,372657,грн.,2022-09-05 20:36:01.104494,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,Z143-00151,2022-09-05 20:32:16.604883,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,898989898898998989889989989,657
